HTS_Code,Description,List
2921.19.31,3-Amino-3-methyl-1-butyne; (Dimethylamino)isopropyl chloride hydrochloride,3
2921.19.61,"N,N-Dialkyl (methyl, ethyl, N-Propyl or Isopropyl)-2-Chloroethylamines and their protonated salts; Acylcic monoamines and their derivatives, nesoi",3
2921.21.00,Ethylenediamine and its salts,3
2921.22.05,Hexamethylenediamine adipate (Nylon salt),3
2921.22.10,"Hexamethylenediamine and its salts (except Nylon salt), derived in whole or in part from adipic acid",3
2921.22.50,"Hexamethylenediamine and its salts (except Nylon salt), not derived in whole or in part from adipic acid",3
2921.29.00,"Acyclic polyamines, their derivatives and salts, other than ethylenediamine or hexamethylenediamine and their salts",3
2921.30.05,"1,3-Bis(aminoethyl)cyclohexane",3
2921.30.10,"Cyclanic, cyclenic, cycloterpenic mono- or polyamines, derivatives and salts, from any aromatic compound desc in add US note 3, sec. VI",3
2921.30.30,"Cyclanic, cyclenic, cycloterpenic mono- or polyamines and their derivative, deriv from any aromatic cmpd (excl goods in add US note 3 sec VI",3
2921.30.50,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives and salts, from any nonaromatic compounds",3
2921.41.10,Aniline,3
2921.41.20,Aniline salts,3
2921.42.10,"N,N-Dimethylaniline",3
2921.42.15,"N-Ethylaniline and N,N-diethylaniline",3
2921.42.16,"2,4,5-Trichloroaniline",3
2921.42.18,o-Aminobenzenesulfonic acid; 6-chlorometanilic acid; 2-chloro-5-nitroaniline; 4-chloro- 3-nitroaniline; dichloroanilines; and other specified,3
2921.42.21,Metanilic acid,3
2921.42.22,Sulfanilic acid,3
2921.42.23,"3,4-Dichloroaniline",3
2921.42.36,"m-Chloroaniline;2-chloro-4-nitroaniline;2,5-dicholoraniline-4-sulfonic acid & its monosodium salt; & other specified aniline derivatives",3
2921.42.55,Fast color bases of aniline derivatives and their salts,3
2921.42.65,Aniline derivatives and their salts of products in additional U.S. note 3 to section VI,3
2921.42.90,Other aniline derivatives and their salts,3
2921.43.04,3-Chloro-o-toluidine; and 6-chloro-o-toluidine,3
2921.43.08,"4-Chloro-o-toluidine hydrochloride; 5-chloro-o-o-toluidine; 6-chloro-2-toluidine-sulfonic acid; 4-chloro-a,a,a-trifluoro-o-toluidine;& other",3
2921.43.15,"alpha,alpha,alpha-Trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine (Trifluralin)",3
2921.43.19,"alpha,alpha,alpha-Trifluoro-o-toluidine; alpha,alpha,alpha-trifluoro-6-chloro-m-toluidine",3
2921.43.22,"N-Ethyl-N-(2-methyl-2-propenyl)-2,6-dinitro-4-(trifluoromethyl)benzenamine",3
2921.43.24,2-Amino-5-chloro-4-ethyl-benzenesulfonic acid; 2-amino-5-chloro-p-toluenesulfonic acid; p-nitro-o-toluidine; and 3-(trifluoromethyl)aniline,3
2921.43.40,Toluidines and their derivatives; salts thereof; described in additional U.S. note 3 to section VI,3
2921.43.90,"Other toluidines and their derivatives; and salts thereof, nesoi",3
2921.44.05,"4,4'-Bis(alpha,alpha-dimethlbenzyl)diphenylamine; and N-nitrosodiphenylamine",3
2921.44.10,Nitrosodiphenylamine 66 HTSUS Product Description Subheading,3
2921.44.20,"Diphenylamine and its derivatives (except nitrodiphenylamine); salts thereof, described in additional U.S. note 3 to section VI",3
2921.44.70,Diphenylamine and its derivatives; salts thereof; excluding goods in additional U.S. note 3 to section VI,3
2921.45.10,"7-Amino-1,3-naphthalenedisulfonic acid, specified naphthalenesulfonic acids and their salts; N-phenyl-2-napthylamine",3
2921.45.20,Specified aromatic monoamines and their derivatives; salts thereof,3
2921.45.25,Mixture of 5- & 8-amino-2-naphthalenesulfonic acid;2-naphthalamine-o-sulfonic acid;& o-naphthionic acid (1-amino-2-naphthalenesulfonic acid),3
2921.45.60,"Aromatic monoamines and their derivatives and salts described in additional US note 3 to section VI, nesoi",3
2921.45.90,Aromatic monoamines and their derivatives and salts thereof nesoi,3
2921.49.10,"4-Amino-2-stilbenesulfonic acid and its salts, p-ethylaniline; 2,4,6-trimethylaniline (Mesidine); and specified xylidines",3
2921.49.15,m-Nitro-p-toluidine,3
2921.49.45,"Aromatic monoamines and their derivatives nesoi; salts thereof, described in additional U.S. note 3 to section VI",3
2921.49.50,"Aromatic monoamines and their derivatives and salts thereof, nesoi",3
2921.51.10,"4-Amino-2-(N,N-diethylamino)toluene hydrochloride; m- and o-phenylenediamine; toluene-2,4- and -2,5-diamine; and toluene-2,5-diamine sulfate",3
2921.51.20,"Photographic chemicals of o-, m-, p-phenylenediamine, diaminotoluenes, and their derivatives, and salts thereof",3
2921.51.30,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives, and salts thereof, described in additional U.S. note 3 to section VI",3
2921.51.50,"o-, m-, p-Phenylenediamine, and diaminotoluenes and their derivatives, and salts thereof, nesoi",3
2921.59.04,"1,8-diaminonaphthalene (1,8-naphthalenediamino)",3
2921.59.08,"5-Amino-2-(p-aminoanilino)benzenesulfonic acid; 4,4-diamino-3-biphenylsulfonic acid; 3,3-dimethylbenzidine (o-tolidine); & other specified",3
2921.59.17,"4,4'-Benzidine-2,2'-disulfonic acid;1,4-diaminobenzene-2-sulfonic acid;4,4'- methylenebis-(2,6-diethylaniline);m-xylenediamine; and 1 other",3
2921.59.20,"4,4'-Diamino-2,2'-stilbenedisulfonic acid",3
2921.59.30,"4,4'-Methylenedianiline",3
2921.59.40,"Aromatic polyamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI",3
2921.59.80,Aromatic polyamines and their derivatives; salts thereof nesoi,3
2922.11.00,Monoethanolamine and its salts,3
2922.12.00,Diethanolamine and its salts,3
2922.15.00,Triethanolamine,3
2922.16.00,Diethylammonium perfluorooctane sulfonate,3
2922.17.00,Methyldiethanolamine and ethyldiethanolamine,3
2922.18.00,"2-(N,N-Diisopropylamino)ethanol",3
2922.21.10,"1-Amino-8-hydroxy-3,6-naphthalenedisulfonic acid; and other specified aminohydroxynaphthalenesulfonic acids and their salts",3
2922.21.25,"1-Amino-8-hydroxy-4,6-naphthalenedisulfonic acid, monosodium salts 67 HTSUS Product Description Subheading",3
2922.21.40,Aminohydroxynaphthalene sulfonic acids and their salts of products described in additional US note 3 to section VI,3
2922.21.50,"Aminohydroxynaphthalene sulfonic acids and their salts, nesoi",3
2922.29.03,o-Anisidine; p-anisidine; and p-phenetidine,3
2922.29.06,m-Nitro-p-anisidine and m-nitro-o-anisidine as fast color bases,3
2922.29.08,"m-Nitro-p-anisidine and m-nitro-o-anisidine, nesoi",3
2922.29.10,"2-Amino-6-chloro-4-nitrophenol and other specified amino-naphthols and amino- phenols, their ethers and esters; salts thereof",3
2922.29.13,"o-Aminophenol; and 2,2-bis-[4-(4-aminophenoxy)phenyl]propane",3
2922.29.15,m-Diethylaminophenol; m-dimethylaminophenol; 3-ethylamino-p-cresol; and 5- methoxy-m-phenylenediamine,3
2922.29.20,"4-Chloro-2,5-dimethoxyaniline; and 2,4-dimethoxyaniline",3
2922.29.26,Amino-naphthols and other amino-phenols and their derivatives used as fast color bases,3
2922.29.27,"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont. more than one oxygen function; salts thereof, nesoi",3
2922.29.29,"Photographic chemicals of amino-naphthols and -phenols, their ethers/esters, except those cont. more than one oxygen function; salts, nesoi",3
2922.29.61,Amino-naphthols and other amino-phenols and their derivatives of products described in add'l U.S. note 3 to section VI,3
2922.29.81,"Amino-naphthols and other amino-phenols; their ethers, esters & salts (not containing more than one oxygen function) thereof nesoi",3
2922.39.05,"1-Amino-2,4-dibromoanthraquinone; and 2-Amino-5-chlorobenzophenone",3
2922.39.10,"2'-Aminoacetophenone & other specified aromatic amino-aldehydes, -ketones and - quinones, other than those with more than one oxygen function",3
2922.39.14,2-Aminoanthraquinone,3
2922.39.17,1-Aminoanthraquinone,3
2922.39.25,"Aromatic amino-aldehydes, -ketones and -quinones, other than those with more than one oxygen function; salts; desc in add US note 3 sec VI",3
2922.39.45,"Aromatic amino-aldehydes, -ketones and -quinones, other than those with more than one oxygen function; salts thereof; nesoi",3
2922.39.50,"Nonaromatic amino-aldehydes, -ketones and -quinones, other than those with more than one kind of oxygen function, salts thereof; nesoi",3
2922.42.10,Monosodium glutamate,3
2922.42.50,"Glutamic acid and its salts, other than monosodium glutamate",3
2922.43.10,"Anthranilic acid and its salts, described in additional US note 3 to section VI",3
2922.43.50,"Anthranilic acid and its salts, nesoi",3
2922.49.05,"(R)-alpha-Aminobenzeneacetic acid; and 2-amino-3-chlorobenzoic acid, methyl ester",3
2922.49.10,"m-Aminobenzoic acid, technical; and other specified aromatic amino-acids and their esters, except those with more than one oxygen function",3
2922.49.26,"Aromatic amino-acids drugs and their esters, not containing more than one kind of oxygen function, nesoi",3
2922.49.30,"Aromatic amino-acids and their esters, excl. those with more than one oxygen function; salts; described in add. U.S. note 3 to sect VI",3
2922.49.37,"Aromatic amino-acids and their esters, not contng more than 1 kind of oxygen function (excluding goods in add U.S. note 3 to sec VI), nesoi",3
2922.49.43,Glycine (aminoacetic acid) 68 HTSUS Product Description Subheading,3
2922.49.49,"Nonaromatic amino-acids, other than those containing more than one kind of oxygen function, other than glycine",3
2922.49.60,"3-Aminocrotonic acid, methyl ester; and (R)-alpha-amino-1,4-cyclohexadiene-1-acetic acid",3
2922.49.80,"Non-aromatic esters of amino-acids, other than those containing more than one kind of oxygen function; salts thereof",3
2923.10.00,Choline and its salts,3
2923.20.10,"Purified egg phospholipids, pharmaceutical grade meeting requirements of the U.S. FDA for use in intravenous fat emulsion",3
2923.20.20,"Lecithins and other phosphoaminolipids, nesoi",3
2923.30.00,Tetraethylammonium perfluorooctane sulfonate,3
2923.40.00,Didecylmethylammonium perfluorooctane sulfonate,3
2923.90.01,"Quaternary ammonium salts and hydroxides, whether or not chemically defined, nesoi",3
2924.12.00,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",3
2924.19.11,Acyclic amides (including acyclic carbamates),3
2924.19.80,Acyclic amide derivatives; salts thereof; nesoi,3
2924.21.04,"3-(p-Chlorophenyl)-1,1-dimethylurea (Monuron)",3
2924.21.08,"1,1-Diethyl-3-(alpha,alpha,alpah-trifluoro-m-tolyl)urea (Fluometuron)",3
2924.21.12,1-(2-Methylcyclohexyl)-3-phenylurea,3
2924.21.16,"Aromatic ureines and their derivatives pesticides, nesoi",3
2924.21.18,sym-Diethyldiphenylurea,3
2924.21.20,Aromatic ureines and their derivatives; salts thereof; described in additional U.S. note 3 to section VI,3
2924.21.45,"Aromatic ureines and their derivatives; salts thereof, nesoi",3
2924.21.50,Nonaromatic ureines and their derivatives; and salts thereof,3
2924.23.10,2-Acetamidobenzoic acid,3
2924.23.70,2-Acetamidobenzoic acid salts described in additional U.S. note 3 to section VI,3
2924.23.75,"2-Acetamidobenzoic acid salts, nesoi",3
2924.25.00,Alachlor (ISO),3
2924.29.01,"p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N-methylacetanilide; 2,5- dimethoxyacetanilide; and N-(7-hydroxy-1-naphthyl)acetamide",3
2924.29.03,"3,5-Dinitro-o-toluamide",3
2924.29.10,"Acetanilide; N-acetylsulfanilyl chloride; aspartame; and 2-methoxy-5-acetamino-N,N- bis(2-acetoxyethyl)aniline",3
2924.29.20,"2-Acetamido-3-chloroanthraquinone; o-acetoacetaidide; o-acetoacetotoluidide; 2,4- acetoacetoxylidide; and 1-amino-5-benzamidoanthraquinone",3
2924.29.23,"4-Aminoacetanilide; 2-2-oxamidobis[ethyl-3-(3,5-di-tert-butyl-4- hydroxyphenyl)propionate]; and other specified cyclic amide chemicals",3
2924.29.26,3-Aminomethoxybenzanilide,3
2924.29.28,"N-[[(4-Chlorophenyl)amino]carbonyl]difluorobenzamide; and 3,5-dichloro-N-(1,1- dimethyl-2-propynyl)benzamide (pronamide)",3
2924.29.31,"4-Acetamido-2-aminophenol; p-acetaminobenzaldehyde; acetoacetbenzylamide; p- acetoacetophenetidide; N-acetyl-2,6-xylidine; & other specified",3
2924.29.33,3-Hydroxy-2-naphthanilide; 3-hydroxy-2-naphtho-o-toluidide; 3-hydroxy-2-naphtho-o- anisidine; 3-hydroxy-2-naphtho-o-phenetidide; & other 69 HTSUS Product Description Subheading,3
2924.29.43,3-Ethoxycarbonylaminophenyl-N-phenylcarbamate (desmedipham); and Isopropyl-N-(3- chlorophenyl)carbamate (CIPC),3
2924.29.47,Other cyclic amides used as pesticides,3
2924.29.65,5-Bromoacetyl-2-salicylamide,3
2924.29.71,"Aromatic cyclic amides and their derivatives of products described in additional U.S. note 3 to section VI, nesoi",3
2924.29.77,"Aromatic cyclic amides (incl cyclic carbamates) and their derivatives and salts thereof, nesoi",3
2924.29.80,"2,2-Dimethylcyclopropylcarboxamide",3
2924.29.95,Other nonaromatic cyclic amides and their derivatives; salts thereof; nesoi,3
2925.11.00,Saccharin and its salts,3
2925.19.10,Ethylenebistetrabromophthalimide,3
2925.19.30,"Bis(o-tolyl)carbodiimide; and 2,2,6,6-tetraisopropyldiphenylcarbodiimide",3
2925.19.42,Other aromatic imides and their derivatives; salts thereof; nesoi,3
2925.19.70,"N-Chlorosuccinimide; and N,N-ethylenebis(5,6-dibromo-2,3-norbornanedicarbooximide",3
2925.19.91,Other non-aromatic imides and their derivatives,3
2925.21.00,Chlordimeform (ISO),3
2925.29.10,"N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine; bunamidine hydrochloride; and pentamidine",3
2925.29.18,"N,N'-diphenylguanidine; 3-dimethylaminomethyleneiminophenol hydrochloride; 1,3-di- o-tolyguandidine; and one other specified chemical",3
2925.29.20,"Aromatic drugs of imines and their derivatives, nesoi",3
2925.29.60,Aromatic imines and their derivatives; salts thereof (excluding drugs); nesoi,3
2925.29.70,Tetramethylguanidine,3
2925.29.90,Non-aromatic imines and their derivatives; salts thereof,3
2926.10.00,Acrylonitrile,3
2926.20.00,1-Cyanoguanidine (Dicyandiamide),3
2926.30.10,Fenproporex (INN) and its salts,3
2926.30.20,"4-Cyano-2-dimethylamino-4,4-diphenylbutane",3
2926.90.01,2-Cyano-4-nitroaniline,3
2926.90.05,2-Amino-4-chlorobenzonitrile (5-chloro-2-cyanoaniline); 2-amino-5-chlorobenzonitrile; 4-amino-2-chlorobenzonitrile; and others specified,3
2926.90.08,Benzonitrile,3
2926.90.11,"2,6-Diclorobenzonitrile",3
2926.90.12,Other dichlorobenzonitriles,3
2926.90.14,p-Chlorobenzonitrile and verapamil hydrochloride,3
2926.90.16,Specifically named derivative of dimethylcyclopropanecarboxylic acid,3
2926.90.17,o-Chlorobenzonitrile,3
2926.90.19,"N,N-Bis(2-cyanoethyl)aniline; and 2,6-diflourobenzonitrile",3
2926.90.21,Aromatic fungicides of nitrile-function compounds,3
2926.90.23,"3,5-Dibromo-4-hydroxybenzonitrile (Bromoxynil)",3
2926.90.25,"Aromatic herbicides of nitrile-function compounds, nesoi",3
2926.90.30,Other aromatic nitrile-function pesticides,3
2926.90.43,"Aromatic nitrile-function compounds, nesoi, described in additional U.S. note 3 to section VI 70 HTSUS Product Description Subheading",3
2926.90.48,"Aromatic nitrile-function compounds other than those products in additional U.S. note 3 to section VI, nesoi",3
2926.90.50,"Nonaromatic nitrile-function compounds, nesoi",3
2927.00.03,"4-Aminoazobenzenedisulfonic acid, monosodium salt",3
2927.00.06,"p-Aminoazobenzenedisulfonic acid; and diazoaminobenzene (1,3-diphenyltriazine)",3
2927.00.15,"1,1'-Azobisformamide",3
2927.00.18,"1-Naphthalenesulfonic acid, 6-diazo-5,6-dihydro-5-oxo, ester with phenyl compound; and three other specified chemicals",3
2927.00.25,"Diazo-, azo- or azoxy-compounds used as photographic chemicals",3
2927.00.30,"Fast color bases and fast color salts, of diazo-, azo- or azoxy-compounds",3
2927.00.40,"Diazo-, azo- or azoxy-compounds, nesoi, described in additional U.S. note 3 to section VI",3
2927.00.50,"Other diazo-, azo- or azoxy-compounds, nesoi",3
2928.00.15,Phenylhydrazine,3
2928.00.25,Aromatic organic derivatives of hydrazine or of hydroxylamine,3
2928.00.30,"Nonaromatic drugs of organic derivatives of hydrazine or of hydroxylamine, other than Methyl ethyl ketoxime",3
2928.00.50,"Nonaromatic organic derivatives of hydrazine or of hydroxylamine, nesoi",3
2929.10.10,Toluenediisocyanates (unmixed),3
2929.10.15,"Mixtures of 2,4- and 2,6-toluenediisocyanates",3
2929.10.20,"Bitolylene diisocyanate (TODI); o-Isocyanic acid, o-tolyl ester; and Xylene diisocyanate",3
2929.10.27,"N-Butylisocyanate; cyclohexyl isocyanate; 1-isocyanato-3-(trifluoromethyl)benzene; 1,5- naphthalene diisocyanate; and octadecyl isocyanate",3
2929.10.30,"3,4-Dichlorophenylisocyanate",3
2929.10.35,"1,6-Hexamethylene diisocyanate",3
2929.10.55,Isocyanates of products described in additioonal U.S. note 3 to sect VI,3
2929.10.80,"Other isocyanates, nesoi",3
2929.90.05,"2,2-Bis(4-cyanatophenyl)-1,1,1,3,3,3,-hexafluoropropane; 2,2-bis(4- cyanatophenyl)propane; 1,1-ethylidenebis(phenyl-4-cyanate); and 2 others",3
2929.90.15,Other aromatic compounds with other nitrogen function of products described in additional U.S. note 3 to section VI,3
2929.90.20,"Aromatic compounds with other nitrogen function, nesoi",3
2929.90.50,"Nonaromatic compounds with other nitrogen functions, except isocyanates",3
2930.20.10,Aromatic pesticides of thiocarbamates and dithiocarbamates,3
2930.20.20,"Aromatic compounds of thiocarbamates and dithiocarbamates, excluding pesticides",3
2930.20.70,"S-(2,3,3-trichloroallyl)diisopropylthiocarbamate",3
2930.20.90,Other non-aromatic thiocarbamates and dithiocarbamates,3
2930.30.30,Tetramethylthiuram monosulfide,3
2930.30.60,"Thiuram mono-, di- or tetrasulfides, other than tetramethylthiuram monosulfide",3
2930.40.00,Methionine,3
2930.60.00,"2-(N,N-Diethylamino)ethanethiol",3
2930.70.00,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),3
2930.80.00,"Aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",3
2930.90.10,"Aromatic pesticides of organo-sulfur compounds, nesoi",3
2930.90.24,N-Cyclohexylthiophthalimide,3
2930.90.26,"3-(4-Aminobenzamido)phenyl-beta-hydroxyethylsulfone; 2-[(4- aminophenyl)sulfonyl]ethanol, hydrogen sulfate ester; diphenylthiourea; & others 71 HTSUS Product Description Subheading",3
2930.90.29,Other aromatic organo-sulfur compounds (excluding pesticides),3
2930.90.30,"Thiocyanates, thiurams and isothiocyanates",3
2930.90.42,"O,O-Dimethyl-S-methylcarbamoylmethyl phosphorodithioate; and malathion",3
2930.90.43,Other non-aromatic organo-sulfur compounds used as pesticides,3
2930.90.46,dl(underscored)-Hydroxy analog of dl(underscored)-methionine,3
2930.90.49,"Nonaromatic organo-sulfur acids, nesoi",3
2930.90.71,Dibutylthiourea,3
2930.90.91,Other non-aromatic organo-sulfur compounds,3
2931.10.00,Tetramethyl lead & tetraethyl lead,3
2931.20.00,Tributyltin compounds,3
2931.31.00,Dimethyl methylphosphonate,3
2931.32.00,Dimethyl propylphosphonate,3
2931.33.00,Diethyl ethylphosphonate,3
2931.34.00,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,3
2931.35.00,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",3
2931.36.00,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methylphosphonate",3
2931.37.00,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",3
2931.38.00,Salt of methylphosphonic acid and (aminoiminiomethyl)urea (1:1),3
2931.39.00,"Other organo-phosphorous derivatives, nesoi",3
2931.90.05,Diphenyldichlorosilane; and phenyltrichlorosilane,3
2931.90.15,Sodium tetraphenylboron,3
2931.90.22,Drugs of aromatic organo-inorganic (except organo-sulfur) compounds,3
2931.90.26,Pesticides of aromatic organo-inorganic (except organo-sulfur) compounds,3
2931.90.30,"Aromatic organo-inorganic compounds, nesoi, described in additional U.S. note 3 to section VI",3
2931.90.60,Other aromatic organo-inorganic compounds (excluding products described in additional U.S. note 3 to section VI),3
2931.90.70,"N,N'-Bis(trimethylsilyl)urea;2-Phosphonobutane-1,2,4-tricarboxylic acid and its salts; and one other specified chemical",3
2931.90.90,Other non-aromatic organo-inorganic compounds,3
2932.11.00,Tetrahydrofuran,3
2932.12.00,2-Furaldehyde (Furfuraldehyde),3
2932.13.00,Furfuryl alcohol and tetrahydrofurfuryl alcohol,3
2932.14.00,Sucralose,3
2932.19.10,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, containing an unfused furan ring, nesoi",3
2932.19.51,Nonaromatic compounds containing an unfused furan ring (whether or not hydrogenated) in the ring,3
2932.91.00,Isosafrole,3
2932.92.00,"1-(1,3-Benzodioxol-5-yl)propan-2-one",3
2932.93.00,Piperonal (heliotropin),3
2932.94.00,Safrole,3
2932.95.00,Tetrahydrocannabinols (all isomers),3
2932.99.04,"2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate (Bendiocarb)",3
2932.99.08,"2-Ethoxy-2,3-dihydro-3,3-dimethyl-5-benzofuranylmethanesulfonate",3
2932.99.20,"Aromatic pesticides of heterocyclic compounds with oxygen hetero-atom(s) only, nesoi 72 HTSUS Product Description Subheading",3
2932.99.32,Benzofuran (Coumarone); and Dibenzofuran (Diphenylene oxide),3
2932.99.35,2-Hydroxy-3-dibenzofurancarboxylic acid,3
2932.99.39,Benzointetrahydropyranyl ester; and Xanthen-9-one,3
2932.99.55,Bis-O-[(4-methylphenyl)methylene]-D-glucitol (Dimethylbenzylidene sorbitol); and Rhodamine 2C base,3
2932.99.70,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",3
2932.99.90,"Nonaromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",3
2933.19.04,Aminoethylphenylpyrazole (phenylmethylaminopyrazole); 3-methyl-1-(p-tolyl)-2- pyrazolin-5-one (p-tolylmethylpyrazolone),3
2933.19.08,3-(5-Amino-3-methyl-1H-pyrazol-1-yl)benzenesulfonic acid; amino-J-pyrazolone; and another 12 specified chemicals,3
2933.19.15,"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium methyl sulfate (difenzoquat methyl sulfate)",3
2933.19.18,2-Chloro-5-sulfophenylmethylpyrazolone; phenylcarbethyoxypyrazolone; and 3 other specified chemicals,3
2933.19.23,Aromatic or modified aromatic pesticides containing an unfused pyrazole ring (whether or not hydrogenated) in the structure,3
2933.19.30,"Aromatic or modified aromatic photographic chemicals containing an unfused pyrazole ring (whether or n/hydrogenated) in the structure, nesoi",3
2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero- atom(s) only containing an unfused pyrazole ring,3
2933.19.37,Aromatic or mod. aromatic compound desc in add US note 3 to section VI contain an unfused pyrazole ring (w/wo hydrogenated) in the structure,3
2933.19.43,Aromatic or modified aromatic compounds (excluding products in add US note 3 to sec VI) containing an unfused pyrazole ring in the structure,3
2933.19.45,Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,3
2933.19.70,3-Methyl-5-pyrazolone,3
2933.19.90,"Other compound (excluding aromatic, modified aromatic & drugs) containing unfused pyrazole ring (whether or n/hydrogenated) in the structure",3
2933.21.00,Hydantoin and its derivatives,3
2933.29.05,1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2-propoxyethyl]-1H-imidazole (triflumizole); and ethylene thiourea,3
2933.29.10,2-Phenylimidazole,3
2933.29.20,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero- atom(s) only cont. an unfused imidazole ring,3
2933.29.35,Aromatic or mod. aromatic goods in add US note 3 to sect VI containing an unfused imidazole ring (whether or n/hydrogenated) in structure,3
2933.29.43,Aromatic or mod aromatic goods contng unfused imidazole ring (whether or n/hydrogenated) in the structure (exc prod in add US note 3 sec VI),3
2933.29.45,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesoi",3
2933.29.60,Imidazole,3
2933.29.90,"Other compounds (excluding drugs, aromatic and modified aromatic compounds) containing an unfused imidazole ring (whether or n/hydrogenated)",3
2933.31.00,Pyridine and its salts,3
2933.32.10,Piperidine 73 HTSUS Product Description Subheading,3
2933.32.50,Piperidine salts,3
2933.61.00,Melamine,3
2933.69.20,"2,4-Diamino-6-phenyl-1,3,5-triazine",3
2933.69.50,Hexamethylenetetramine,3
2933.69.60,Other compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure,3
2933.71.00,6-Hexanelactam (epsilon-Caprolactam),3
2933.79.04,"2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione",3
2933.79.08,Aromatic or modified aromatic lactams with nitrogen hetero-atoms only described in additional U.S. note 3 to section VI,3
2933.79.15,"Aromatic or modified aromatic lactams, nesoi",3
2933.79.20,N-Methyl-2-pyrrolidone; and 2-pyrrolidone,3
2933.79.30,"N-Vinyl-2-pyrrolidone, monomer",3
2933.79.40,12-Aminododecanoic acid lactam,3
2933.79.85,"Aromatic or modified aromatic lactams with nitrogen hetero-atoms only, nesoi",3
2933.92.00,Azinphos-methyl,3
2934.10.10,"Aromatic or modified aromatic heterocyclic compounds cont. an unfused thiazole ring, described in add. U.S. note 3 to section VI",3
2934.10.20,"Aromatic or modified aromatic heterocyclic compounds, nesoi, containing an unfused thiazole ring",3
2934.10.70,"4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one; thiothiamine hydrochloride; and 4 other specified chemicals",3
2934.10.90,Other compounds (excluding aromatic or modified aromatic) containing an unfused thiazole ring (whether or not hydrogenated) in the structure,3
2934.20.05,N-tert-Butyl-2-benzothiazolesulfenamide,3
2934.20.10,"2,2'-Dithiobisbenzothiazole",3
2934.20.15,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,3
2934.20.20,"2-Mercaptobenzothiazole, sodium salt (2-Benzothiazolethiol, sodium salt)",3
2934.20.25,"2-Amino-5,6-dichlorobenzothiazole; 2-amino-6-nitrobenzothiazole; and 2 other specified chemicals",3
2934.20.30,"2-Amino-6-methoxybenzothiazole and other specified heterocyclic compounds, cont. a benzothiazole ring-system, not further fused",3
2934.20.35,"Pesticides containing a benzothiazole ring-system, not further fused",3
2934.20.40,"Heterocyclic compounds containing a benzothiazole ring-system, not further fused, described in add. U.S. note 3 to section VI",3
2934.20.80,"Other compounds containing a benzothiazole ring system (whether or not hydrogenated), not further fused",3
2939.80.00,"Other alkaloids, natural or reproduced by synthesis and their salts, ethers, esters & other derivatives, nesoi",3
2940.00.20,D-Arabinose,3
2940.00.60,"Other sugars, nesoi excluding d-arabinose",3
2942.00.03,"[2,2'-Thiobis(4-(1,1,3,3-tetramethyl-n-butyl)phenolato)(2,1)]-O,O',S-s(1-butanamine), nickel II",3
2942.00.05,"Aromatic or modified aromatic drugs of other organic compounds, nesoi",3
2942.00.10,"Aromatic or modified aromatic organic compounds, nesoi, described in additional U.S. note 3 to section VI 74 HTSUS Product Description Subheading",3
2942.00.35,Other aromatic or modified aromatic organic compounds (excluding products described in additional U.S. note 3 to section VI),3
2942.00.50,"Nonaromatic organic compounds, nesoi",3
3101.00.00,Animal or vegetable fertilizers; fertilizers produced by the mixing or chemical treatment of animal or vegetable products,3
3102.10.00,"Urea, whether or not in aqueous solution",3
3102.21.00,Ammonium sulfate,3
3102.29.00,Double salts and mixtures of ammonium sulfate and ammonium nitrate,3
3102.30.00,"Ammonium nitrate, whether or not in aqueous solution",3
3102.40.00,Mixtures of ammonium nitrate with calcium carbonate or other inorganic nonfertilizing substances,3
