HTS_Code,Description,List
8479.30.00,"Presses for making particle board or fiber building board of wood or other ligneous materials, and mach. for treat. wood or cork, nesoi",1
8479.40.00,Rope- or cable-making machines nesoi,1
8479.50.00,"Industrial robots, not elsewhere specified or included",1
8479.81.00,"Machines and mechanical appliances for treating metal, including electric wire coil- winders, nesoi",1
8479.82.00,"Machines for mixing, kneading, crushing, grinding, screening, sifting, homogenizing, emulsifying or stirring, nesoi",1
8479.89.83,Machines for the manufacture of optical media,1
8479.89.92,Automated electronic component placement machines for making printed circuit assemblies,1
8479.90.94,"Parts of machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84, nesoi",1
8480.20.00,Mold bases HTSUS Product Description Subheading,1
8480.30.00,Molding patterns,1
8480.41.00,"Molds for metal or metal carbides, injection or compression types",1
8480.49.00,Molds for metal or metal carbides other than injection or compression types,1
8480.50.00,Molds for glass,1
8480.71.10,"Molds for rubber or plastics, injection or compression types, for shoe machinery",1
8480.71.40,Injection or compression type molds for rubber or plastics for the manufacture of semiconductor devices,1
8480.71.80,"Molds for rubber or plastics, injection or compression types, other than for shoe machinery or for manufacture of semiconductor devices",1
8481.10.00,"Pressure-reducing valves for pipes, boiler shells, tanks, vats or the like",1
8481.20.00,Valves for oleohydraulic or pneumatic transmissions,1
8481.30.20,"Check valves of iron or steel for pipes, boiler shells, tanks, vats or the like",1
8481.30.90,"Check valves other than of copper or iron or steel, for pipes, boiler shells, tanks, vats or the like",1
8481.40.00,"Safety or relief valves for pipes, boiler shells, tanks, vats or the like",1
8481.90.90,"Parts of taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, nesoi",1
8482.10.50,Ball bearings other than ball bearings with integral shafts,1
8482.20.00,"Tapered roller bearings, including cone and tapered roller assemblies",1
8482.30.00,Spherical roller bearings,1
8482.40.00,Needle roller bearings,1
8482.50.00,Cylindrical roller bearings nesoi,1
8482.80.00,"Ball or roller bearings nesoi, including combined ball/roller bearings",1
8482.91.00,"Balls, needles and rollers for ball or roller bearings",1
8482.99.05,Inner or outer rings or races for ball bearings,1
8482.99.15,Inner or outer rings or races for taper roller bearings,1
8482.99.25,"Inner or outer rings or races for other bearings, nesoi",1
8482.99.35,"Parts of ball bearings (including parts of ball bearings with integral shafts), nesoi",1
8482.99.45,"Parts of tapered roller bearings, nesoi",1
8482.99.65,"Parts of other ball or roller bearings, nesoi",1
8483.30.40,"Bearing housings of the flange, take-up, cartridge and hanger unit type",1
8483.40.10,Torque converters,1
8483.40.30,"Fixed, multiple and variable ratio speed changers, imported for use with machines for making cellulosic pulp, paper or paperboard",1
8483.40.80,Ball or roller screws,1
8483.40.90,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements entered separately",1
8483.50.60,"Flywheels, nesoi",1
8483.50.90,"Pulleys, including pulley blocks, nesoi",1
8483.60.40,Clutches and universal joints,1
8483.90.10,Chain sprockets and parts thereof,1
8483.90.20,"Parts of flange, take-up, cartridge and hanger units HTSUS Product Description Subheading",1
8483.90.30,"Parts of bearing housings and plain shaft bearings, nesoi",1
8483.90.70,Parts of articles of subheading 8483.20,1
8483.90.80,"Parts of transmission equipment, nesoi",1
8484.10.00,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,1
8484.20.00,Mechanical seals,1
8484.90.00,"Sets or assortments of gaskets and similar joints dissimilar in composition, put up in pouches, envelopes or similar packings",1
8487.10.00,Ships' or boats propellers and blades therefor,1
8487.90.00,"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features and other parts nesoi",1
8501.10.40,"Electric motors of an output of under 18.65 W, other than synchronous valued not over $4 each",1
8501.20.20,Universal AC/DC motors of an output exceeding 37.5 W but not exceeding 74.6 W,1
8501.20.50,Universal AC/DC motors of an output exceeding 735 W but under 746 W,1
8501.20.60,Universal AC/DC motors of an output of 746 W or more,1
8501.31.20,"DC motors nesoi, of an output exceeding 37.5 W but not exceeding 74.6 W",1
8501.31.50,"DC motors, nesoi, of an output exceeding 735 W but under 746 W",1
8501.31.60,"DC motors nesoi, of an output of 746 W but not exceeding 750 W",1
8501.32.45,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, used as primary source of mechanical power for electric vehicles",1
8501.32.55,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, nesoi",1
8501.33.40,"DC motors nesoi, of an output exceeding 150 kW but not exceeding 375 kW",1
8501.33.60,DC generators of an output exceeding 75 kW but not exceeding 375 kW,1
8501.34.30,"DC motors nesoi, of an output exceeding 375 kW",1
8501.34.60,DC generators of an output exceeding 375 kW,1
8501.51.20,"AC motors nesoi, multi-phase, of an output exceeding 37.5 W but not exceeding 74.6 W",1
8501.51.40,"AC motors, nesoi, multi-phase, of an output exceeding 74.6 W but not exceeding 735 W",1
8501.51.50,"AC motors, nesoi, multi-phase, of an output exceeding 735 W but under 746 W",1
8501.51.60,"AC motors nesoi, multi-phase of an output of 746 W but not exceeding 750 W",1
8501.52.80,"AC motors nesoi, multi-phase, of an output exceeding 14.92 kW but not exceeding 75 kW",1
8501.53.40,"AC motors nesoi, multi-phase, of an output exceeding 75 kW but under 149.2 kW",1
8501.53.80,"AC motors nesoi, multi-phase, of an output exceeding 150 kW",1
8501.62.00,AC generators (alternators) of an output exceeding 75 kVA but not exceeding 375 kVA,1
8501.63.00,AC generators (alternators) of an output exceeding 375 kVA but not exceeding 750 kVA,1
8501.64.00,AC generators (alternators) of an output exceeding 750 kVA,1
8502.11.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output not exceeding 75 kVA HTSUS Product Description Subheading",1
8502.12.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 75 kVA but not over 375 kVA",1
8502.13.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 375 kVA",1
8502.31.00,Wind-powered electric generating sets,1
8502.39.00,"Electric generating sets, nesoi",1
8502.40.00,Electric rotary converters,1
8503.00.20,Commutators suitable for use solely or principally with the machines of heading 8501 or 8502,1
8503.00.35,"Parts of electric motors under 18.65 W, stators and rotors",1
8503.00.45,Stators and rotors for electric generators for use on aircraft,1
8503.00.65,"Stators and rotors for electric motors & generators of heading 8501, nesoi",1
8503.00.75,"Parts of electric motors under 18.65 W, other than commutators, stators or rotors",1
8503.00.90,Parts for electric generators suitable for use on aircraft,1
8504.21.00,Liquid dielectric transformers having a power handling capacity not exceeding 650 kVA,1
8504.22.00,"Liquid dielectric transformers having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",1
8504.23.00,"Liquid dielectric transformers having a power handling capacity exceeding 10,000 kVA",1
8504.32.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA",1
8504.33.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA",1
8504.34.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 500 kVA",1
8504.40.40,Electrical speed drive controllers for electric motors (static converters),1
8504.90.41,Parts of power supplies (other than printed circuit assemblies) for automatic data processing machines or units thereof of heading 8471,1
8504.90.65,Printed circuit assemblies of the goods of subheading 8504.40 or 8504.50 for telecommunication apparatus,1
8504.90.75,"Printed circuit assemblies of electrical transformers, static converters and inductors, nesoi",1
8504.90.96,"Parts (other than printed circuit assemblies) of electrical transformers, static converters and inductors",1
8505.19.10,"Flexible permanent magnets, other than of metal",1
8505.20.00,"Electromagnetic couplings, clutches and brakes",1
8505.90.30,Electromagnetic lifting heads,1
8505.90.40,Electromagnetic or permanent magnet work holders and parts thereof,1
8505.90.70,Electromagnets used for MRI,1
8505.90.75,"Other electromagnets and parts thereof, and parts of related electromagnetic articles nesoi",1
8506.40.10,Silver oxide primary cells and primary batteries having an external volume not exceeding 300 cubic cm HTSUS Product Description Subheading,1
8506.40.50,Silver oxide primary cells and primary batteries having an external volume exceeding 300 cubic cm,1
8506.50.00,Lithium primary cells and primary batteries,1
8506.60.00,Air-zinc primary cells and primary batteries,1
8506.90.00,Parts of primary cells and primary batteries,1
8507.90.80,"Parts of storage batteries, including separators therefor, other than parts of lead-acid storage batteries",1
8514.10.00,Resistance heated industrial or laboratory furnaces and ovens,1
8514.20.60,"Industrial or laboratory microwave ovens, nesoi",1
8514.20.80,Industrial or laboratory furnaces and ovens (other than microwave) functioning by induction or dielectric loss,1
8514.30.10,Industrial furnaces and ovens for making printed circuits or printed circuit assemblies,1
8514.30.90,Industrial or laboratory electric industrial or laboratory furnaces and ovens nesoi,1
8514.40.00,Industrial or laboratory induction or dielectric heating equipment nesoi,1
8514.90.80,Parts of industrial or laboratory electric furnaces and ovens and other industrial or laboratory induction or dielectric heating equipment,1
8515.11.00,Electric soldering irons and guns,1
8515.19.00,"Electric brazing or soldering machines and apparatus, other than soldering irons and guns",1
8515.21.00,"Electric machines and apparatus for resistance welding of metal, fully or partly automatic",1
8515.29.00,"Electric machines and apparatus for resistance welding of metal, other than fully or partly automatic",1
8515.31.00,"Electric machines and apparatus for arc (including plasma arc) welding of metals, fully or partly automatic",1
8515.39.00,"Electric machines and apparatus for arc (including plasma arc) welding of metals, other than fully or partly automatic",1
8515.80.00,"Electric welding apparatus nesoi, and electric machines and apparatus for hot spraying metals or sintered metal carbides",1
8515.90.20,Parts of electric welding machines and apparatus,1
8515.90.40,"Parts of electric soldering or brazing machines & apparatus, & electric apparatus for hot spraying of metals or sintered metal carbides",1
8525.50.70,Transmission apparatus for radiobroadcasting,1
8525.60.10,Transceivers,1
8525.60.20,"Transmission apparatus incorporating reception apparatus, other than transceivers",1
8525.80.10,"Television cameras, gyrostabilized",1
8525.80.20,"Television cameras, studio type, other than shoulder-carried or other portable cameras",1
8526.10.00,Radar apparatus,1
8526.91.00,"Radio navigational aid apparatus, other than radar",1
8526.92.50,Radio remote control apparatus other than for video game consoles,1
8527.99.15,"Radio receivers, NESOI",1
8527.99.40,"Reception apparatus for radiobroadcasting, NESOI HTSUS Product Description Subheading",1
8529.10.40,"Radar, radio navigational aid and radio remote control antennas and antenna reflectors, and parts suitable for use therewith",1
8529.90.05,"PCBs and ceramic substrates and subassemblies thereof, for color TV, with components listed in add. US note 4, chap. 85",1
8529.90.06,"PCBs and ceramic substrates and subassemblies thereof, for color TV, not with components listed in add. US note 4, chap. 85",1
8529.90.09,Printed circuit assemblies for television cameras,1
8529.90.16,"Printed circuit assemblies which are subassemblies of radar, radio nav. aid or remote control apparatus, of 2 or more parts joined together",1
8529.90.19,"Printed circuit assemblies, nesoi, for radar, radio navigational aid or radio remote control apparatus",1
8529.90.22,"Other printed circuit assemblies suitable for use solely or principally with the apparatus of headings 8525 to 8528, nesoi",1
8529.90.24,"Transceiver assemblies for the apparatus of subheading 8526.10, other than printed circuit assemblies",1
8529.90.29,"Tuners for television apparatus, other than printed circuit assemblies",1
8529.90.33,"Subassies w/2 or more PCBs or ceramic substrates, as spec'd in add. US note 9 ch. 85, for color TV, w/components in add. US note 4, ch. 85",1
8529.90.46,"Combinations of PCBs and ceramic substrates and subassemblies thereof for color TV, w/components listed in add. U.S. note 4, chap. 85",1
8529.90.63,Parts of printed circuit assemblies (including face plates and lock latches) for television cameras,1
8529.90.68,Parts of printed circuit assemblies (including face plates and lock latches) for television apparatus other than television cameras,1
8529.90.73,"Parts of printed circuit assemblies (including face plates and lock latches) for radar, radio navigational aid or radio remote control app.",1
8529.90.78,"Mounted lenses for use in closed circuit television cameras, separately imported, w/ or w/o attached elec. Connectors or motors",1
8529.90.81,"Other parts of television cameras, nesoi",1
8529.90.83,"Other parts of television apparatus (other than television cameras), nesoi",1
8529.90.89,"Subassies w/2 or more PCBs or ceramic substrates, exc. tuners or converg. ass'ies, for color TV, not w/components in add. US note 4, ch. 85",1
8529.90.93,"Parts of television apparatus, nesoi",1
8529.90.95,"Assemblies and subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together, nesoi",1
8529.90.97,"Parts suitable for use solely or principally in radar, radio navigational aid or radio remote control apparatus, nesoi",1
8529.90.99,"Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528, nesoi",1
8530.10.00,"Electrical signaling, safety or traffic control equipment for railways, streetcar lines or subways",1
8530.80.00,"Electrical signaling, safety or traffic control equipment for roads, inland waterways, parking facilities, port installations or airfields",1
8530.90.00,"Parts for electrical signaling, safety or traffic control equipment HTSUS Product Description Subheading",1
8532.10.00,Fixed electrical capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar,1
8532.21.00,Tantalum fixed capacitors,1
8532.22.00,Aluminum electrolytic fixed capacitors,1
8532.23.00,"Ceramic dielectric fixed capacitors, single layer",1
8532.24.00,"Ceramic dielectric fixed capacitors, multilayer",1
8532.25.00,Dielectric fixed capacitors of paper or plastics,1
8532.29.00,"Fixed electrical capacitors, nesoi",1
8532.30.00,Variable or adjustable (pre-set) electrical capacitors,1
8532.90.00,"Parts of electrical capacitors, fixed, variable or adjustable (pre-set)",1
8533.10.00,"Electrical fixed carbon resistors, composition or film types",1
8533.21.00,"Electrical fixed resistors, other than composition or film type carbon resistors, for a power handling capacity not exceeding 20 W",1
8533.29.00,"Electrical fixed resistors, other than composition or film type carbon resistors, for a power handling capacity exceeding 20 W",1
8533.31.00,"Electrical wirewound variable resistors, including rheostats and potentiometers, for a power handling capacity not exceeding 20 W",1
8533.40.40,Metal oxide resistors,1
8533.40.80,"Electrical variable resistors, other than wirewound, including rheostats and potentiometers",1
8533.90.80,"Other parts of electrical resistors, including rheostats and potentiometers, nesoi",1
8535.10.00,"Fuses, for a voltage exceeding 1,000 V",1
8535.21.00,"Automatic circuit breakers, for a voltage of less than 72.5 kV, but exceeding 1,000 V",1
8535.29.00,"Automatic circuit breakers, for a voltage of 72.5 kV or more",1
8535.30.00,"Isolating switches and make-and-break switches, for a voltage exceeding 1,000 V",1
8535.90.40,"Electrical motor starters and electrical motor overload protector, for a voltage exceeding 1,000 V",1
8535.90.80,"Electrical apparatus nesoi for switching, protecting, or making connections for electrical circuits, for a voltage exceeding 1,000 V, nesoi",1
8536.10.00,"Fuses, for a voltage not exceeding 1,000 V",1
8536.20.00,"Automatic circuit breakers, for a voltage not exceeding 1,000 V",1
8536.30.40,"Electrical motor overload protectors, for a voltage not exceeding 1,000 V, nesoi",1
8536.41.00,"Relays for switching, protecting or making connections to or in electrical circuits, for a voltage not exceeding 60 V",1
8536.49.00,"Relays for switching, protecting or making connections to or in electrical circuits, for a voltage exceeding 60 but not exceeding 1,000 V",1
8536.50.40,"Electrical motor starters (which are switches), for a voltage not exceeding 1,000 V",1
8536.50.90,"Switches nesoi, for switching or making connections to or in electrical circuits, for a voltage not exceeding 1,000 V",1
8536.69.40,"Connectors: coaxial, cylindrical multicontact, rack and panel, printed circuit, ribbon or flat cable, for a voltage not exceeding 1,000 V",1
8536.90.40,"Electrical terminals, electrical splicers and electrical couplings, wafer probers, for a voltage not exceeding 1,000 V HTSUS Product Description Subheading",1
8536.90.85,"Other electrical apparatus nesoi, for switching or making connections to or in electrical circuits, for a voltage not exceeding 1,000 V, nesoi",1
8537.10.60,"Boards, panels, etc., equipped with apparatus for electric control, for a voltage not exceeding 1,000, motor control centers",1
8537.10.80,Touch screens without display capabilities for incorporation in apparatus having a display,1
8537.20.00,"Boards, panels, consoles, desks, cabinets and other bases, equipped with apparatus for electric control, for a voltage exceeding 1,000 V",1
8538.10.00,"Parts of boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus",1
8538.90.40,Parts for articles of,1
8536.30.40,or,1
8538.90.60,"Molded parts nesoi, suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",1
8538.90.81,"Other parts nesoi, suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",1
8539.41.00,Arc lamps,1
8539.90.00,Parts of electrical filament or discharge lamps,1
8540.79.10,Klystron tubes,1
8540.79.20,Microwave tubes (other than magnetrons or klystrons) excluding grid-controlled tubes,1
8540.89.00,"Thermionic, cold cathode or photocathode tubes, nesoi",1
8541.21.00,"Transistors, other than photosensitive transistors, with a dissipation rating of less than 1 W",1
8541.29.00,"Transistors, other than photosensitive transistors, with a dissipation rating of 1 W or more",1
8541.30.00,"Thyristors, diacs and triacs, other than photosensitive devices",1
8541.40.20,Light-emitting diodes (LED's),1
8541.40.70,Photosensitive transistors,1
8541.40.80,"Photosensitive semiconductor devices nesoi, optical coupled isolators",1
8541.40.95,"Photosensitive semiconductor devices nesoi, other",1
8541.50.00,"Semiconductor devices other than photosensitive semiconductor devices, nesoi",1
8541.60.00,Mounted piezoelectric crystals,1
8541.90.00,"Parts of diodes, transistors, similar semiconductor devices, photosensitive semiconductor devices, LED's and mounted piezoelectric crystals",1
8543.10.00,Electrical particle accelerators,1
8543.20.00,Electrical signal generators,1
8543.30.20,"Electrical machines and apparatus for electroplating, electrolysis, or electrophoresis for making printed circuits",1
8543.30.90,"Other electrical machines and apparatus for electroplating, electrolysis, or electrophoresis",1
8543.70.20,"Physical vapor deposition apparatus, nesoi",1
8543.70.42,Flight data recorders HTSUS Product Description Subheading,1
8543.70.60,"Electrical machines and apparatus nesoi, designed for connection to telegraphic or telephonic apparatus, instruments or networks",1
8543.70.80,Microwave amplifiers,1
8543.70.95,Touch screens without display capabilities for incorporation in apparatus having a display,1
8543.70.97,Plasma cleaner machines that remove organic contaminants from electron microscopy specimens and holders,1
8543.90.12,Parts of physical vapor deposition apparatus of subheading 8543.70,1
8543.90.15,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, printed circuit assemblies",1
8543.90.35,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, not printed circuit assys.",1
8543.90.65,Printed circuit assemblies of flat panel displays other than for reception apparatus for television of heading 8528,1
8543.90.68,"Printed circuit assemblies of electrical machines and apparatus, having individual functions, nesoi",1
8544.11.00,"Insulated (including enameled or anodized) winding wire, of copper",1
8544.19.00,"Insulated (including enameled or anodized) winding wire, other than of copper",1
8544.30.00,"Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",1
8544.49.30,"Insulated electric conductors nesoi, of copper, for a voltage not exceeding 1,000 V, not fitted with connectors",1
8544.49.90,"Insulated electric conductors nesoi, not of copper, for a voltage not exceeding 1,000 V, not fitted with connectors",1
8544.60.20,"Insulated electric conductors nesoi, for a voltage exceeding 1,000 V, fitted with connectors",1
8544.60.40,"Insulated electric conductors nesoi, of copper, for a voltage exceeding 1,000 V, not fitted with connectors",1
8544.70.00,Optical fiber cables made up of individually sheathed fibers,1
8601.10.00,Rail locomotives powered from an external source of electricity,1
8603.10.00,"Self-propelled railway or tramway coaches, vans and trucks (o/than those of 8604), powered from an external source of electricity",1
8603.90.00,"Self-propelled railway or tramway coaches, vans and trucks (o/than those of 8604), o/than powered from an external source of electricity",1
8604.00.00,"Railway or tramway maintenance or service vehicles, whether or not self-propelled",1
8607.12.00,"Parts of railway/tramway locomotives/rolling stock, truck assemblies for other than self-propelled vehicles",1
8607.19.06,"Parts of railway/tramway locomotives/rolling stock, parts of axles",1
8607.19.12,"Parts of railway/tramway locomotives/rolling stock, wheels, whether or not fitted with axles",1
8607.19.15,"Parts of railway/tramway locomotives/rolling stock, parts of wheels",1
8607.19.90,"Parts of railway/tramway locomotives/rolling stock, parts of truck assemblies for self- propelled vehicles or for non-self-propelled nesoi",1
8607.21.10,"Parts of railway/tramway locomotives/rolling stock, air brakes & parts thereof for non-self-propelled passenger coaches or freight cars HTSUS Product Description Subheading",1
8607.21.50,"Parts of railway/tramway locomotives/rolling stock, air brakes & parts thereof for self- propelled vehicles or non-self-propelled stock nesoi",1
8607.29.10,"Parts of railway/tramway locomotives/rolling stock, pts of brakes (o/than air brakes) for non-self-propelled passenger coaches or freight",1
8607.29.50,"Parts of railway/tramway locomotives/rolling stock, pts of brakes (o/th air brakes) for self-propelled vehicles or non-self-propelled nesoi",1
8607.91.00,"Parts, nesoi, of railway/tramway locomotives",1
8607.99.10,"Parts (o/than brake regulators) nesoi, of railway/tramway, non-self-propelled passenger coaches or freight cars",1
8607.99.50,"Parts, nesoi, of railway or tramway rolling stock, nesoi",1
8608.00.00,"Railway or tramway track fixtures and fittings; mechanical signaling, safety or traffic control equipment of all kinds nesoi; parts thereof",1
8701.10.01,"Single axle tractors, other than tractors of 8709",1
8701.30.10,"Track-laying tractors, suitable for agricultural use",1
8702.10.31,"Motor vehicles w/diesel engine, to transport 16 or more persons, incl driver",1
8702.10.61,"Motor vehicles w/diesel engine, to transport 10 to 15 persons, incl driver",1
8702.20.31,"Motor vehicles w/diesel engine & electric motor, to transport 16 or more persons, incl driver",1
8702.20.61,"Motor vehicles w/diesel engine & electric motor, to transport 10 to 15 persons, incl driver",1
8702.30.31,"Motor vehicles w/spark-ign. IC recip. piston engine & electric motor, to transport 16 or more persons, incl driver",1
8702.30.61,"Motor vehicles w/spark-ign. IC recip. piston engine & electric motor, to transport 10 to 15 persons, incl driver",1
8702.40.31,"Motor vehicles w/electric motor, to transport 16 or more persons, incl driver",1
8702.40.61,"Motor vehicles w/electric motor, to transport 10 to 15 persons, incl driver",1
8702.90.31,"Motor vehicles nesoi, to transport 16 or more persons, incl driver",1
8702.90.61,"Motor vehicles nesoi, to transport 10 to 15 persons, incl driver",1
8703.21.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity <= 1, 000 cc",1
8703.22.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity > 1, 000cc but <=1, 500cc",1
8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc",1
8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc",1
8703.31.01,"Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity <= 1, 500cc",1
8703.32.01,"Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity > 1, 500cc but <= 2, 500cc",1
8703.33.01,"Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity > 2, 500cc",1
8703.40.00,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor incapable of charge by plug to external source HTSUS Product Description Subheading",1
8703.50.00,"Motor vehicles to transport persons, w/diesel engine & elec motor incapable of charge by plug to external source",1
8703.60.00,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor capable of charge by plug to external source",1
8703.70.00,"Motor vehicles to transport persons, w/diesel engine & elec motor capable of charge by plug to external source",1
8703.80.00,"Motor vehicles to transport persons, w/electric motor for propulsion",1
8703.90.01,"Motor vehicles to transport persons, nesoi",1
8704.10.10,"Mtr. vehicles for transport of goods, cab chassis for dumpers designed for off-highway use",1
8704.10.50,"Mtr. vehicles for transport of goods, complete dumpers designed for off-highway use",1
8704.21.00,"Mtr. vehicles for transport of goods, w/compress.-ign. int. combust. recip. piston engine, w/G.V.W. not over 5 metric tons",1
8704.22.10,"Mtr. vehicles for transport of goods, cab chassis, w/compress.-ign. int. combust. recip. piston engine, w/G.V.W. o/5 but n/o 20 metric tons",1
8704.22.50,"Mtr. vehicl. for transport of goods (o/than cab chassis), w/compress.-ign. int. combust. recip. piston engine, w/G.V.W. o/5 but n/o 20 mtons",1
8704.23.00,"Mtr. vehicles for transport of goods, w/compress.-ign. int. combust. recip. piston engine, w/G.V.W. over 20 metric tons",1
8704.31.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. recip. piston engine, w/G.V.W. not over 5 metric tons",1
8704.32.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. recip. piston engine, w/G.V.W. over 5 metric tons",1
8705.30.00,"Mtr. vehicles (o/than for transport of persons or of goods), fire fighting vehicles",1
8705.40.00,"Mtr. vehicles (o/than for transport of persons or of goods), concrete mixers",1
8706.00.25,"Chassis fitted w/engines, for mtr. vehicles of heading 8705",1
8706.00.30,"Chassis fitted w/engines, for tractors suitable for agricultural use",1
8709.11.00,"Electrical, self-propelled, works trucks, not fitted w/lift. equip. and tractors of type used on railway station platforms",1
8709.19.00,"Non-electrical, self-propelled, works trucks, not fitted w/lift. equip. and tractors of type used on railway station platforms",1
8709.90.00,"Parts of self-propelled works trucks, not fitted w/lift. equip. and tractors of the type used on railway station platforms",1
8711.50.00,"Motorcycles (incl. mopeds) and cycles, fitted w/recip. internal-combustion piston engine w/capacity o/800 cc",1
8802.11.00,"Helicopters, with an unladen weight not over 2,000 kg",1
8802.12.00,"Helicopters, with an unladen weight over 2,000 kg",1
8802.20.00,"Airplanes and other powered aircraft, nesoi, with an unladen weight not over 2,000 kg",1
8802.30.00,"Airplanes and other powered aircraft, nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg",1
8802.40.00,"Airplanes and other powered aircraft, nesoi, with an unladen weight over 15,000 kg",1
8802.60.30,Communication satellites,1
8802.60.90,"Spacecraft, including satellites (o/than communication satellites), and suborbital and spacecraft launch vehicles HTSUS Product Description Subheading",1
8803.10.00,"Parts of airplanes and other aircraft, propellers and rotors and parts thereof",1
8803.20.00,"Parts of airplanes and other aircraft, undercarriages and parts thereof",1
8803.30.00,"Parts of airplanes and helicopters, nesoi",1
8803.90.30,Parts of communication satellites,1
8803.90.90,"Parts of aircraft (o/than airplanes and helicopters), spacecraft (o/than comm. satell.) and suborbital and launch vehicles, nesoi",1
8805.10.00,Aircraft launching gear and parts thereof; deck-arrestors or similar gear and parts thereof,1
8805.21.00,Air combat ground flying simulators and parts thereof,1
8805.29.00,"Ground flying trainers and parts thereof, other than air combat simulators",1
8901.10.00,"Vessels, designed for the transport of persons, cruise ships, excursion boats and similar vessels; ferry boats of all kinds",1
8901.20.00,"Vessels, designed for the transport of goods, tankers",1
8901.90.00,"Vessels, designed for the transport of goods or for the transport of both persons and goods, nesoi",1
8902.00.00,"Vessels, fishing; factory ships and other vessels for processing or preserving fishery products",1
8904.00.00,"Vessels, tugs and pusher craft",1
8905.10.00,"Vessels, dredgers",1
8905.20.00,Floating or submersible drilling or production platforms,1
8905.90.50,"Vessels, light-vessels, fire-floats, floating cranes, & other vessels nesoi, the navigability of which is subsidiary to their main function",1
8906.90.00,"Vessels (including lifeboats other than row boats), nesoi",1
8908.00.00,Vessels and other floating structures for breaking up (scrapping),1
9002.90.20,"Prisms, mounted, for optical uses",1
9002.90.40,"Mirrors, mounted, for optical uses",1
9002.90.70,"Half-tone screens, mounted, designed for use in engraving or photographic processes",1
9002.90.95,"Mounted optical elements, nesoi; parts and accessories of mounted optical elements, nesoi",1
9011.10.40,"Stereoscopic microscopes, provided with a means for photographing the image",1
9011.10.80,"Stereoscopic microscopes, other than those provided with a means for photographing the image",1
9011.20.40,"Microscopes for microphotography, microcinematography or microprojection, provided with a means for photographing the image",1
9011.90.00,"Parts and accessories for compound optical microscopes, including those for microphotography, microcinematography or microprojection",1
9012.10.00,Microscopes other than optical microscopes; diffraction apparatus,1
9012.90.00,"Parts and accessories for microscopes other than optical microscopes, and for diffraction apparatus",1
9013.10.45,"Telescopes as parts of machines, appliances, etc. of chapter 90 or section XVI",1
9013.20.00,"Lasers, other than laser diodes",1
9013.80.70,"Liquid crystal and other optical flat panel displays other than for articles of heading 8528, nesoi HTSUS Product Description Subheading",1
9014.10.70,Electrical direction finding compasses,1
9014.20.20,Optical instruments and appliances (other than compasses) for aeronautical or space navigation,1
9014.20.40,Automatic pilots for aeronautical or space navigation,1
9014.20.60,Electrical instruments and appliances (other than compasses) for aeronautical or space navigation,1
9014.20.80,Nonelectrical instruments and appliances (other than compasses) for aeronautical or space navigation,1
9014.80.10,"Optical navigational instruments, nesoi",1
9014.80.20,Ships' logs and depth-sounding apparatus,1
9014.80.40,"Electrical navigational instruments and appliances, nesoi",1
