HTS_Code,Description,List
1806.20.82,"Chocolate/oth preps w/cocoa, o/2kg but n/o4.5 kg (dairy prod. of Ch4 US note 1), n/o 65% sugar, less th 21% milk solid, not GN15",4a
1806.20.83,"Chocolate/oth preps w/cocoa, o/2kg but n/o4.5 kg (dairy prod. of Ch4 US note 10), n/o 65% sugar, 21% or more milk solids, not GN15",4a
1806.20.85,"Low-fat chocoate crumb, n/o 65% by wt of sugar, ov 2kg but n/o 4.5 kg, subject to add US note 3 to Ch. 18, not GN15",4a
1806.20.87,"Low-fat chocolate crumb, n/o 65% by wt of sugar, ov 2kg but n/o 4.5 kg, less than 21% milk solids, not GN15, not subj to ch 18 US note 3",4a
1806.20.89,"Low-fat chocolate crumb, n/o 65% by wt of sugar, 21% or more milk solids, not ov 2kg, not GN15, not subj to ch 18 US note 3",4a
1806.20.91,"Blended syrups w/chocolate or cocoa, o/2kg but n/o 4.5 kg, n/o 65% sugar, descr in Ch17 US note 4, subj. to Ch17 US note 9, not GN15",4a
1806.20.94,"Blended syrups w/chocolate or cocoa, o/2kg but n/o 4.5 kg, n/o 65% sugar, descr inCh 17 US note 4, not subj. to Cha7 US note 9, not GN15",4a
1806.20.95,"Chocolate and preps w/cocoa, nesoi, o/2kg but n/o 4.5 kg, n/o 65% sugar, desc in Ch17 US note 3, subj. to Ch17 US note 8, not GN15",4a
1806.20.98,"Chocolate and preps w/cocoa, neosi, o/2kg but n/o 4.5 kg, n/o 65% sugar, desc in Ch17 US note 3, not subj to Ch.17 US note 8, not GN15",4a
1806.20.99,"Chocolate and preps with cocoa, nesoi, ov 2kg but n/o 4.5 kg, n/o 65% sugar, nesoi",4a
1806.31.00,"Chocolate and other cocoa preparations, in blocks, slabs or bars, filled, not in bulk",4a
1806.32.01,"Chocolate, nt filled, in blocks/slabs/bars 2kg or less, subj. to GN15",4a
1806.32.04,"Chocolate, nt filled, in blocks/slabs/bars 2kg or less, subj. to add US note 2 to Ch. 18",4a
1806.32.06,"Chocolate, not filled, less than 21% milk solids, >5.5% butterfat, in blocks/slabs/bars 2kg or less",4a
1806.32.08,"Chocolate, not filled, 21% or more milk solids, >5.5% butterfat, in blocks/slabs/bars 2kg or less",4a
1806.32.14,"Chocolate, not filled, in blocks/slabs/bars 2kg or less, subj. to add US note 3 to Ch. 18",4a
1806.32.16,"Chocolate, not filled, less than 21% milk solids,<= 5.5% butterfat, in blocks/slabs/bars 2kg or less",4a
1806.32.18,"Chocolate, not filled, 21% or more milk solids, <=5.5% butterfat, in blocks/slabs/bars 2kg or less",4a
1806.32.30,"Chocolate, not filled, w/o butterfat/milk solids, in blocks/slabs/bars 2kg or less",4a
1806.32.55,"Cocoa preps, not filled, in blocks, slabs or bars weighing 2 kg or less, subject to gen. note 15 of the HTS",4a
1806.32.60,"Cocoa preps, (dairy prod. of Ch4 US note 1), not filled, in blocks, slabs or bars, w/wt 2 kg or less, subj. to add. US note 10 to Ch 4 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43357 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00055 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<650.91UA02NE HTS Subheading Product Description",4a
1806.32.70,"Cocoa preps, (dairy prod. of Ch4 US note 1), less than 21% milk solids, not filled, in blocks/slabs/bars, 2 kg or less, not Ch.4 US nte 10",4a
1806.32.80,"Cocoa preps, (dairy prod. of Ch4 US note 1), 21% or more milk solids, not filled, in blocks/slabs/bars, 2 kg or less, not Ch.4 US nte 10",4a
1806.32.90,"Cocoa preps, not filled, in blocks, slabs or bars weighing 2kg or less,",4a
1806.90.01,"Cocoa preps, not in blocks/slabs/bars, subj. to gen. note 15 of the HTS",4a
1806.90.05,"Cocoa preps, (dairy prod. descr. in add US note 1 to Ch.4), not in blocks, slabs or bars, subj. to add. US note 10 to Ch 4, not GN15",4a
1806.90.08,"Cocoa preps, (dairy prod. descr. in add US note 1 to Ch.4), less than 21% milk solids, not in blocks, slabs or bars, not GN15",4a
1806.90.10,"Cocoa preps, (dairy prod. descr. in Ch4 US note 1), 21% or more milk solids, not in blocks, slabs or bars, not Ch4 USNote 10, not GN15",4a
1806.90.15,"Cocoa preps, o/5.5% butterfat by wt, not in blocks/slabs/bars, subj. to add US note 2 to Ch. 18, not GN15",4a
1806.90.18,"Cocoa preps, o/5.5% butterfat by wt, w/less than 21% milk solids, not in blocks/slabs/bars, not GN15",4a
1806.90.20,"Cocoa preps, o/5.5% butterfat by wt, 21% or more milk solids, not in blocks/slabs/bars, not GN15",4a
1806.90.25,"Cocoa preps, cont. milk solids, n/o 5.5% butterfat by wt, not in blocks/slabs/bars, subj. to add US note 3 to Ch. 18, not GN15",4a
1806.90.28,"Cocoa preps, cont. milk solids, n/o 5.5% butterfat by wt, w/less than 21% milk solids, not blocks/slabs/bars, not Ch18 US note 3, not GN15",4a
1806.90.30,"Cocoa preps, cont. milk solids, n/o 5.5% butterfat by wt, 21% or more milk solids, not in blocks/slabs/bars, not Ch18 US note 3, not GN15",4a
1806.90.35,"Blended syrups w/chocolate or cocoa, nesoi, described in add US note 4 to Ch.17: subj. to add US note 9 to Ch. 17, not GN15",4a
1806.90.39,"Blended syrups w/chocolate or cocoa, nesoi, described in add US note 4 to Ch.17: not subj. to add US note 9 to Ch. 17, not GN15",4a
1806.90.45,"Chocolate and preps w/cocoa, nesoi, o/65% by dry wt of sugar, described in add US note 2 to Ch.17: subj. to Ch17 US note 7, not GN15",4a
1806.90.49,"Chocolate and preps w/cocoa, nesoi, o/65% by dry wt of sugar, described in add US note 2 to Ch.17: not subj to Ch17 US note 7, not GN15",4a
1806.90.55,"Chocolate and preps w/cocoa, nesoi, o/10% by dry wt of sugar, described in add US note 3 to Ch.17: subj to Ch17 US note 8, not GN15",4a
1806.90.59,"Chocolate and preps w/cocoa, nesoi, o/10% by dry wt of sugar, described in add US note 3 to Ch.17: not subj to Ch17 US note 8, not GN15",4a
1806.90.90,"Chocolate and preps w/cocoa, nesoi, not put up for retail sale",4a
1901.10.05,"Preps for infant use, for retail sale, o/10% milk solids, subject to gen. note 15",4a
1901.10.11,"Preps for infant use, infant formula containing Oligossaccharides and >10% milk solid by weight, described in US note 2",4a
1901.10.16,"Preps for infant use, infant formula containing Oligossaccharides and > 10% milk solid by weight, nesoi",4a
1901.10.21,"Pre[s for infant use containing >10% milk solids, dairy products described in additional note 10 to chap: provisional",4a
1901.10.26,"Preps for infant use, containing >10% weight of milk solids, dairy products described in additional note 1 to chapter 4, nesoi 43358 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00056 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<750.91UA02NE HTS Subheading Product Description",4a
1901.10.29,"Preps for infant use, containing >10% by weight of milk solids, nesoi",4a
1901.10.31,"Preps for infant use, nesoi, described in general note 15 of USHTS and entered pursuant to its provisions",4a
1901.10.33,"Preps for infant use, nesoi, containing Oligosaccharides described in additional US note 2: provisional",4a
1901.10.36,"Preps for infant use, nesoi, formula containing Oligosaccharides, nesoi",4a
1901.10.41,"Preps for infant use, nesoi, dairy products described in additional US note 10 to chatper 4: provisional",4a
1901.10.44,"Preps for infant use, dairy products described in additional US note 1 to chapter 4",4a
1901.10.49,"Preps for infant use, nesoi",4a
1901.10.52,"Preps for young children, containing >10% milk solids by weight, described in general note 15 of USHTS: provisional",4a
1901.10.54,"Preps suitable for young children, containing >10% milk solids by weight, described in additional US note 10 to chapter 4",4a
1901.10.56,"Preps for young children, dairy preps containing> 10% by weight of milk solids, nesoi",4a
1901.10.62,"Preps for young children, nesoi, described in general note 15: provisional",4a
1901.10.64,"Preps for young children, nesoi, described in additional US note 10 to chapter 4",4a
1901.10.66,"Preps for young children, nesoi",4a
1901.10.72,"Preps for young children, other excl dairy, described in general note 15 of USHTS and entered pursuant to its provisions",4a
1901.10.74,"Preps for young children, nesoi, described in additional US note 8 to chapter 17 and entered pursuant to its provisions",4a
1901.10.76,"Preps for young children, nesoi, containing >10% by dry weight of sugar described in additional US note 3 to Chapter 17: provisional",4a
1901.10.91,"Preps for young children, nesoi",4a
1901.20.02,"Mixes for bakers wares, o/25% butterfat, not retail, subject to gen. note 15 of the HTS",4a
1901.20.05,"Mixes for bakers wares (dairy prod. of Ch4 US note 1), o/25% by wt butterfat, not retail, subj. to add. US nte 10 to Ch.4, not GN15",4a
1901.20.15,"Mixes for bakers wares (dairy prod. of Ch4 US note 1), o/25% by wt butterfat, not retail, not subj. to add. US nte 10 to Ch.4, not GN15",4a
1901.20.20,"Mixes for bakers wares, o/65% sugar, o/25% bf, not retail, descr in add US note 2 to Ch. 17: subj. to add. US nte 7 to Ch.17, not GN15",4a
1901.20.25,"Mixes and doughs for the prep of bakers wares of heading 1905, containing over 25% by weight of butterfat, not put up for retail sale, nesoi",4a
1901.20.30,"Mixes for bakers wares, o/25% bf, not retail, descr in add US note 1 to Ch. 19: subj. to add. US nte 3 to Ch.19, not GN15",4a
1901.20.35,"Mixes for bakers wares, o/25% bf, not retail, descr in add US note 1 to Ch. 19: not subj. to add. US nte 3 to Ch.19, not GN15",4a
1901.20.40,"Mixes for bakers wares, o/25% bf, not retail, nesoi",4a
1901.20.42,"Mixes for bakers wares, n/o 25% bf, not retail, subject to gen. note 15 of the HTS",4a
1901.20.45,"Mixes for bakers wares (dairy prod. of Ch4 US note 1), n/o 25% bf, not retail, subj. to add. US nte 10 to Ch.4, not GN15",4a
1901.20.50,"Mixes for bakers wares (dairy prod. of Ch4 US note 1), n/o 25% bf, not retail, not subj. to add. US nte 10 to Ch.4, not GN15 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43359 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00057 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<850.91UA02NE HTS Subheading Product Description",4a
1901.20.55,"Mixes for bakers wares, o/65% sugar, n/o 25% bf, not retail, descr in add US note 2 to Ch. 17: subj. to Ch17 US nte 7, not GN15",4a
1901.20.60,"Mixes for bakers wares, o/65% sugar, n/o 25% bf, not retail, descr in add US note 2 to Ch. 17: not subj. to Ch17 US nte 7, not GN15",4a
1901.20.65,"Mixes for bakers wares, n/o 25% bf, not retail, descr in add US note 1 to Ch. 19: subj. to add. US nte 3 to Ch.19, not GN15",4a
1901.20.70,"Mixes for bakers wares, n/o 25% bf, not retail, descr in add US note 1 to Ch. 19: not subj. to add. US nte 3 to Ch.19, not GN15",4a
1901.20.80,"Mixes for bakers wares, n/o 25% bf, not retail, nesoi",4a
1901.90.10,"Malt extract, fluid",4a
1901.90.20,"Malt extract, solid or condensed",4a
1901.90.25,"Puddings, ready for immediate consumption without further preparation",4a
1901.90.28,"Dry mix. w/less than 31% bf & 17.5% or more sodium caseinate, bf, whey solids o/5.5% b'fat & dry whole milk, n/cntng dry milk/whey/b'fat",4a
1901.90.32,Cajeta not made from cow's milk,4a
1901.90.33,Margarine cheese subject to gen. note 15 of the HTS and entered pursuant to its provisions,4a
1901.90.34,Margarine cheese subject to add. US note 23 to Ch. 4 and entered pursuant to its provisions,4a
1901.90.36,Margarine cheese not subject to gen. note 15 or add US note 23 to Ch. 4,4a
1901.90.60,Malted milk described in general note 15 of USHTS and entered pursuant to its provisions,4a
1901.90.61,Malted milk described in additional US note 10 to chapter 4: provisional,4a
1901.90.62,"Malted milk containing >10% by weight of milk solids, nesoi",4a
1901.90.63,"Articles of milk or cream, nesoi, preps containing >10% by weight of milk solids, described in general note 15: provisional",4a
1901.90.64,"Articles of milk or cream, nesoi, preps containing >10% by weight of milk solids, described in additional US note 10 to chapter 4",4a
1901.90.65,"Articles of milk or cream, nesoi, preps containing >10% by weight of milk solids, nesoi",4a
1901.90.66,"Malted milk, nesoi, described in general note 15 of USHTS and entered pursuant to its provisions",4a
1901.90.67,"Articles of milk or cream, nesoi, containing >65% by dry weight of sugar described in additional US note 7 to Chapter 17: provisional",4a
1901.90.68,"Articles of milk or cream, nesoi, containing >65% by dry weight of sugar described in additional US note 2 to Chapter 17: provisional",4a
1901.90.69,"Articles of milk or cream, nesoi, described I n additional US note 8 to chapter 17 and entered pursuant to its provisions",4a
1901.90.71,"Articles of milk or cream, nesoi, containing >10% by dry weight of sugar described in additional US note 3 to chapter 17: provisional",4a
1901.90.72,"Food preps, nesoi, containing >5.5% by weight of butterfat and not packaged for retail sale, nesoi",4a
1902.11.20,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs, exclusively pasta",4a
1902.11.40,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs, nesoi, including pasta packaged with sauce preparations",4a
1902.40.00,"Couscous, whether or not prepared",4a
1903.00.20,"Tapioca and substitutes prepared from arrowroot, cassava or sago, in the form of flakes, grains, pearls, siftings or in similar forms 43360 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00058 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<950.91UA02NE HTS Subheading Product Description",4a
1903.00.40,"Tapioca and substitutes, prepared from starch nesoi, in the form of flakes, grains, pearls, siftings or in similar forms",4a
1904.10.00,Prepared foods obtained by the swelling or roasting of cereals or cereal products,4a
1904.20.10,"Prep food in airtght cont.,of unroast cereal flake/mixture of unroasted/roasted cereal flake/swelled cereal,no apricot/citrus/peach/pear",4a
1904.20.90,"Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted and roasted cereal flakes or swelled cereals, nesoi",4a
1904.30.00,"Bulgur wheat, in grain form or in form of flakes or other worked grain (except flour,groats & meal), pre-cooked or otherwise prepared, nesoi",4a
1904.90.01,"Cereals, other than corn, in grain form or form flakes or other worked grain (not flour,groat & meal), pre-cooked or otherwise prepared, nesoi",4a
1905.10.00,Crispbread,4a
1905.20.00,Gingerbread and the like,4a
1905.31.00,Sweet biscuits,4a
1905.32.00,Waffles and wafers,4a
1905.40.00,"Rusks, toasted bread and similar toasted products",4a
1905.90.90,"Bakers' wares communion wafers, empty capsules suitable for pharmaceutical use, sealing wafers, rice paper and similar products, nesoi",4a
2001.90.10,"Capers, prepared or preserved by vinegar or acetic acid, in immediate containers holding more than 3.4 kg",4a
2001.90.33,"Nopalitos, preserved by vinegar",4a
2001.90.45,"Mangoes, prepared or preserved by vinegar or acetic acid",4a
2004.10.40,"Yellow (Solano) potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",4a
2004.90.10,"Antipasto, prepared or preserved otherwise than by vinegar or acetic acid, frozen",4a
2005.10.00,"Homogenized vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",4a
2005.70.02,"Olives, green, not pitted, in saline, ripe, in containers holding 13 kg or less, aggregate quantity not to exceed 730 m ton/yr",4a
2005.70.04,"Olives, green, not pitted, in saline, ripe, in containers holding 13 kg or less, aggregate quantity exceeding 730 m ton/yr",4a
2005.70.06,"Olives, green, not pitted, in saline, not ripe, in containers holding o/8 kg for repkg, subject to add. US note 4 to Ch. 20",4a
2005.70.08,"Olives, green, not pitted, in saline, not ripe, in containers holding o/8 kg for repkg, not subject to add. US note 4 to Ch. 20",4a
2005.70.12,"Olives, green, not pitted, in saline, not ripe",4a
2005.70.16,"Olives, green, in saline, place packed, stuffed, in containers holding n/o 1 kg, aggregate quantity n/o 2700 m ton/yr",4a
2005.70.18,"Olives, green, in saline, place packed, stuffed, in containers holding n/o 1 kg, aggregate quantity o/2700 m ton/yr",4a
2005.70.23,"Olives, green, in saline, place packed, stuffed, not in containers holding 1 kg or less",4a
2005.70.50,"Olives (not green), in a saline solution, canned, not pitted",4a
2005.70.91,"Olives, green, container less 13 kg, quota of 550 m tons/year, prepared or preserved otherwise than by vinegar/acetic acid, not in saline Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43361 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00059 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<060.91UA02NE HTS Subheading Product Description",4a
2005.70.93,"Olives, green, container less than 13 kg, exceed 550 m tons/year, prepared or preserved otherwise than by vinegar/acetic acid, not in saline",4a
2007.91.90,"Citrus jams, fruit jellies, and marmalades (other than orange)",4a
2007.99.30,Guava jam,4a
2007.99.55,"Papaya pastes and purees, being cooked preparations",4a
2008.11.35,"Blanched peanuts, nesoi, not subject to gen note 15 or add US note 2 to Ch. 12",4a
2008.11.60,"Peanuts, otherwise prepared or preserved, nesoi, not subject to gen note 15 or add US note 2 to Ch. 12",4a
2008.30.35,"Orange pulp, otherwise prepared or preserved, nesoi",4a
2008.30.37,"Citrus fruit pulp other than orange, otherwise prepared or preserved, nesoi",4a
2008.30.60,"Lemons (other than peel or pulp), otherwise prepared or preserved, nesoi",4a
2008.30.66,"Limes (other than peel or pulp), otherwise prepared or preserved, not elsewhere specified or included",4a
2008.30.85,"Citron (other than peel or pulp), otherwise prepared or preserved, nesoi",4a
2008.91.00,"Palm hearts, otherwise prepared or preserved, nesoi",4a
2008.99.10,"Avocados, otherwise prepared or preserved, nesoi",4a
2008.99.13,"Banana pulp, otherwise prepared or preserved, nesoi",4a
2008.99.45,"Papaya pulp, otherwise prepared or preserved, nesoi",4a
2008.99.65,"Yucca, otherwise prepared or preserved, nesoi",4a
2009.12.25,"Orange juice, not frozen, Brix value not exceed 20, not concentrate & not made from juice degree concentration of 1.5 or>, unfermented",4a
2009.12.45,"Orange juice, not frozen, of a Brix value not exceeding 20, concentrated, unfermented",4a
2009.19.00,"Orange juice, not frozen, of a Brix value exceeding 20, unfermented",4a
2009.21.20,"Grapefruit juice, Brix value not exceeding 20, not concentrated and not made from a juice degree of concentration of 1.5 or>, unfermented",4a
2009.21.40,"Grapefruit juice, of a Brix value not exceeding 20, concentrated, unfermented",4a
2009.31.10,"Lime juice, of a Brix value not exceeding 20, unfit for beverage purposes, unfermented",4a
2009.39.10,"Lime juice, of a Brix value exceeding 20, unfit for beverage purposes, unfermented",4a
2009.39.20,"Lime juice, of a Brix value exceeding 20, fit for beverage purposes, unfermented",4a
2009.41.20,"Pineapple juice, of a Brix value not exceeding 20, not concentrated, or not having a degree of concentration of> 3.5, unfermented",4a
2009.49.20,"Pineapple juice, of a Brix value exceeding 20, not concentrated, or not having a degree of concentration of> 3.5, unfermented",4a
2009.61.00,"Grape juice (including grape must), of a Brix value not exceeding 30, unfermented",4a
2009.81.00,"Cranberry juice, concentrated or not concentrated",4a
2009.89.40,"Prune juice, concentrated or not concentrated",4a
2009.90.20,"Mixtures of vegetable juices, concentrated or not concentrated",4a
2101.11.21,"Instant coffee, not flavored",4a
2101.11.29,"Extracts, essences and concentrates of coffee other than unflavored instant coffee",4a
2101.12.32,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee, subject to general note 15 (outside quota)",4a
2101.12.34,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 9 43362 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00060 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<160.91UA02NE HTS Subheading Product Description",4a
2101.12.38,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract, essence or concentrate or w/ basis of coffee, over Ch17 add US note 9 quota",4a
2101.12.44,"Preparation ov 65% sugar (Ch17 add US nte 2) w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 7",4a
2101.12.48,"Preparation ov 65% sugar (Ch17 add US note 2) w/ basis of extract, essence or concentrate or w/ basis of coffee, ov Ch17 add US note 9 quota",4a
2101.12.54,"Preparation ov 10% sugar (Ch17 add US nte 3) w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 8",4a
2101.12.58,"Preparation ov 10% sugar (Ch17 add US note 3) w/ basis of extract, essence or concentrate or w/ basis of coffee, ov Ch17 add US note 8 quota",4a
2101.12.90,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of coffee",4a
2101.20.20,"Extracts, essences or concentrates of tea or mate",4a
2101.20.32,"Preparations with a basis of extracts, essences or concentrates or with a basis of tea or mate, subject to general note 15 (outside quota)",4a
2101.20.34,"Blend syrup (Ch17 add US nte 4) preparation w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US nte 9",4a
2101.20.38,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract/essence/concentrate or w/basis of tea or mate, over Ch17 add US note 9 quota",4a
2101.20.44,"Preparation ov 65% sugar (Ch17 add US nte 2) w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US note 7",4a
2101.20.48,"Preparation ov 65% sugar (Ch17 add US note 2) w/basis of extract/essence/concentrate or w/basis of tea or mate, ov Ch17 add US note 9 quota",4a
2101.20.54,"Preparation ov 10% sugar (Ch17 add US nte 3) w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US note 8",4a
2101.20.58,"Preparation ov 10% sugar (Ch17 add US note 3) w/basis of extract/essence/concentrate or w/basis of tea or mate, ov Ch17 add US note 8 quota",4a
2101.20.90,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of tea or mate",4a
2101.30.00,"Roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof",4a
2102.10.00,Active yeasts,4a
2102.20.20,Inactive yeasts (except dried brewers' yeast),4a
2102.20.40,"Dried brewers' yeast, crude",4a
2102.20.60,"Single-cell micro-organisms, dead, excluding yeasts, (but not including vaccines of heading 3002)",4a
2102.30.00,Prepared baking powders,4a
2103.20.20,Tomato ketchup,4a
2103.20.40,"Tomato sauces, nesoi",4a
2103.30.20,Mustard flour and meal,4a
2103.30.40,Prepared mustard,4a
2103.90.20,Sauces derived or prepared from fish,4a
2103.90.40,Nonalcoholic preparations of yeast extract (other than sauces),4a
2103.90.72,"Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), subject to gen. note 15 of the HTS Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43363 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00061 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<260.91UA02NE HTS Subheading Product Description",4a
2103.90.74,"Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), subject to add. US note 8(a) to Ch.17, not GN15",4a
2103.90.78,"Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), not subject to gen note 15 or add. US note 8(a) to Ch.17",4a
2103.90.90,"Sauces and preparations therefor, neosi",4a
2104.10.00,Soups and broths and preparations therefor,4a
2104.20.10,Homogenized composite food preps put up for retail sale for infants or for dietectic purposes,4a
2104.20.50,Homogenized composite food preps put up for retail sale for young children,4a
2105.00.05,"Ice cream, whether or not w/cocoa, subject to gen. note 15 of the HTS",4a
2105.00.10,"Ice cream, whether or not w/cocoa, subject to add. US note 5 to Ch. 21, not GN15",4a
2105.00.20,"Ice cream, whether or not containing cocoa, not subject to gen note 15 or add. US note 5 to Ch.21",4a
2105.00.25,"Edible ice (dairy prod. described in add US note 1 to Ch. 4), subject to gen note 15 of the HTS",4a
2105.00.30,"Edible ice (dairy prod. described in add US note 1 to Ch. 4), subject to add US note 10 to Ch. 4, not GN15",4a
2105.00.40,"Edible ice except ice cream, dairy products described in add'l U.S. note 1 to chap. 4, nesoi",4a
2105.00.50,"Edible ice, except ice cream, not described in add US note 1 to Ch. 4, nesoi",4a
2106.90.03,"Food preps, nesoi, n/o 5.5% bf, mixed w/other ingred. if o/16% milk solids capable of being further proc., subj. to GN15",4a
2106.90.06,"Food preps, nesoi, n/o 5.5% bf, mixed w/other ingred. if o/16% milk solids capable of being further proc., subj. to Ch4 US nte 10, not GN15",4a
2106.90.09,"Food preps, nesoi, n/o 5.5% b'fat, mixed w/other ingredi., if o/16% milk solids by wt, capable of being further proc, bulk, nesoi, not GN15",4a
2106.90.12,"Compound alcoholic preparations of a kind used for the manufacture of beverages, over 20% weight alcohol but not over 0.5% val alcohol",4a
2106.90.15,"Compound alcoholic preparations used in the manufacture of beverages, cont. over 20% not over 50% of alcohol by weight",4a
2106.90.18,"Compound alcoholic preparations of a kind used for the manufacture of beverages, containing over 50% of alcohol by weight",4a
2106.90.22,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, subject to gen. note 15 to the HTS",4a
2106.90.24,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, subject to add US note 14 to Ch.4, not GN15",4a
2106.90.26,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, not subject to gen note 15 or add US note 14 to Ch.4",4a
2106.90.28,"Butter substitutes o/10% by wt of milk solids, n/o 45% butterfat, neosi",4a
2106.90.32,"Butter substitutes n/o 10% by wt of milk solids, o/45% butterfat, subject to gen. note 15 to the HTS",4a
2106.90.34,"Butter substitutes n/o 10% by wt of milk solids, o/45% butterfat, subject to add US note 14 to Ch.4, not GN15",4a
2106.90.36,"Butter substitutes n/o 10% by wt of milk solids, o/45% butterfat, not subject to gen note 15 or add US note 14 to Ch.4",4a
2106.90.38,"Butter substitutes n/o 10% by wt of milk solids, n/o 45% butterfat, neosi",4a
2106.90.42,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, subject to gen. note 15 of the HTS 43364 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00062 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<360.91UA02NE HTS Subheading Product Description",4a
2106.90.44,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, subject to add US note 5 to Ch. 17, not GN15",4a
2106.90.46,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, not subject to gen note 15 or add US note 5 to Ch. 17",4a
2106.90.48,"Orange juice, fortified with vitamins or minerals",4a
2106.90.52,"Juice of any single fruit or vegetables juices (oft orange), concentrated, fortified with vitamins or minerals",4a
2106.90.54,"Mixtures of fruit or vegetable juices, fortified with vitamins or minerals, nesoi, mixtures of juices in concentrated form",4a
2106.90.58,"Food preparations of gelatin, neosi",4a
2106.90.62,"Food preps, nesoi, o/10% by wt of milk solids, subject to gen. note 15 of the HTS",4a
2106.90.64,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: subject to add US note 10 to Ch.4, not GN15",4a
2106.90.66,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: not subject to Ch4 US note 10, not GN15",4a
2106.90.68,"Blended syrups, neosi, o/10% milk solids, descr. in add US note 4 to Ch 17: subject to add US note 9 to Ch. 17, not GN15",4a
2106.90.72,"Blended syrups, neosi, o/10% milk solids, descr. in add US note 4 to Ch 17: not subject to add US note 9 to Ch. 17, not GN15",4a
